date,state,zhvi
2000-01-01,Alabama,98443.06719674647
2000-02-01,Alabama,98614.49200872568
2000-03-01,Alabama,98729.34996797024
2000-04-01,Alabama,98986.66618743376
2000-05-01,Alabama,99273.66061954822
2000-06-01,Alabama,99620.64838732034
2000-07-01,Alabama,99941.94581416973
2000-08-01,Alabama,100232.30237882724
2000-09-01,Alabama,100543.76217532676
2000-10-01,Alabama,100901.14735908822
2000-11-01,Alabama,101305.696908083
2000-12-01,Alabama,101753.64464597462
2001-01-01,Alabama,102254.02037080232
2001-02-01,Alabama,102677.78763570338
2001-03-01,Alabama,103027.00701037992
2001-04-01,Alabama,103278.7987562007
2001-05-01,Alabama,103528.09946041153
2001-06-01,Alabama,103784.79377247284
2001-07-01,Alabama,104075.20698831032
2001-08-01,Alabama,104333.44993682957
2001-09-01,Alabama,104623.61505036736
2001-10-01,Alabama,104957.13783832634
2001-11-01,Alabama,105284.1650327638
2001-12-01,Alabama,105527.08682993196
2002-01-01,Alabama,105670.58948945333
2002-02-01,Alabama,105825.5745428926
2002-03-01,Alabama,105956.10945851592
2002-04-01,Alabama,106103.91221908208
2002-05-01,Alabama,106292.06655513226
2002-06-01,Alabama,106526.20655932208
2002-07-01,Alabama,106798.3648074981
2002-08-01,Alabama,107043.03690405484
2002-09-01,Alabama,107302.77577600656
2002-10-01,Alabama,107562.34384504647
2002-11-01,Alabama,107836.7212657871
2002-12-01,Alabama,108116.34461700672
2003-01-01,Alabama,108359.33198016226
2003-02-01,Alabama,108633.40460442158
2003-03-01,Alabama,108914.31539063604
2003-04-01,Alabama,109261.20169535789
2003-05-01,Alabama,109569.9346855902
2003-06-01,Alabama,109849.62423972576
2003-07-01,Alabama,110114.66084208262
2003-08-01,Alabama,110400.20419886587
2003-09-01,Alabama,110710.2624428366
2003-10-01,Alabama,110985.48413306494
2003-11-01,Alabama,111263.69603873166
2003-12-01,Alabama,111522.1731762176
2004-01-01,Alabama,111790.36610175716
2004-02-01,Alabama,112045.01114861813
2004-03-01,Alabama,112330.23079981054
2004-04-01,Alabama,112621.60520661242
2004-05-01,Alabama,112980.92334238034
2004-06-01,Alabama,113430.73491850158
2004-07-01,Alabama,113966.63089135132
2004-08-01,Alabama,114476.43532325776
2004-09-01,Alabama,114944.38686024737
2004-10-01,Alabama,115425.75139086095
2004-11-01,Alabama,115998.70818886852
2004-12-01,Alabama,116617.6687317787
2005-01-01,Alabama,117149.52487704396
2005-02-01,Alabama,117567.90618717042
2005-03-01,Alabama,117882.19514116716
2005-04-01,Alabama,118202.85062788623
2005-05-01,Alabama,118552.87381681411
2005-06-01,Alabama,118983.76343395624
2005-07-01,Alabama,119480.2083914694
2005-08-01,Alabama,120003.9660071106
2005-09-01,Alabama,120544.72254755984
2005-10-01,Alabama,121180.72344836568
2005-11-01,Alabama,121967.63410883283
2005-12-01,Alabama,122839.90449203255
2006-01-01,Alabama,123727.33261304344
2006-02-01,Alabama,124609.46470537026
2006-03-01,Alabama,125583.06269879668
2006-04-01,Alabama,126615.87389022626
2006-05-01,Alabama,127637.41594839992
2006-06-01,Alabama,128615.7835548575
2006-07-01,Alabama,129525.81605724804
2006-08-01,Alabama,130464.10488746825
2006-09-01,Alabama,131281.93639961744
2006-10-01,Alabama,132008.96906147824
2006-11-01,Alabama,132462.3258163185
2006-12-01,Alabama,132806.22626604172
2007-01-01,Alabama,133002.66060257217
2007-02-01,Alabama,133444.30223297558
2007-03-01,Alabama,133983.5771111832
2007-04-01,Alabama,134675.86994389692
2007-05-01,Alabama,135094.898727973
2007-06-01,Alabama,135370.53479521387
2007-07-01,Alabama,135463.00188965406
2007-08-01,Alabama,135587.26967906815
2007-09-01,Alabama,135686.6803746056
2007-10-01,Alabama,135774.8566908547
2007-11-01,Alabama,135762.3271954944
2007-12-01,Alabama,135667.6032963377
2008-01-01,Alabama,135461.91700899656
2008-02-01,Alabama,135252.35314916202
2008-03-01,Alabama,135010.86525224362
2008-04-01,Alabama,134829.64154799705
2008-05-01,Alabama,134713.12553615382
2008-06-01,Alabama,134697.30193634905
2008-07-01,Alabama,134645.2695868182
2008-08-01,Alabama,134409.11395384712
2008-09-01,Alabama,134121.35002191956
2008-10-01,Alabama,133714.16646196562
2008-11-01,Alabama,133365.28645347737
2008-12-01,Alabama,132855.15412702644
2009-01-01,Alabama,132426.9637275558
2009-02-01,Alabama,131938.2479372508
2009-03-01,Alabama,131460.92044832036
2009-04-01,Alabama,130860.00081396996
2009-05-01,Alabama,130267.81553998758
2009-06-01,Alabama,129648.3356531543
2009-07-01,Alabama,129056.0466545106
2009-08-01,Alabama,128442.05856338765
2009-09-01,Alabama,127856.27265596535
2009-10-01,Alabama,127370.18978437391
2009-11-01,Alabama,126974.87897936272
2009-12-01,Alabama,126651.39122918244
2010-01-01,Alabama,126452.28332565531
2010-02-01,Alabama,126310.08926165802
2010-03-01,Alabama,126041.72911612816
2010-04-01,Alabama,125661.5750988394
2010-05-01,Alabama,125211.08125920176
2010-06-01,Alabama,124761.54203832986
2010-07-01,Alabama,124176.67536054378
2010-08-01,Alabama,123533.74063693598
2010-09-01,Alabama,122945.17916336367
2010-10-01,Alabama,122469.8339246466
2010-11-01,Alabama,121917.5260896976
2010-12-01,Alabama,121267.2123772342
2011-01-01,Alabama,120572.72422956664
2011-02-01,Alabama,119969.9074969737
2011-03-01,Alabama,119544.51560853812
2011-04-01,Alabama,119204.8881211978
2011-05-01,Alabama,118945.89365518036
2011-06-01,Alabama,118671.578378331
2011-07-01,Alabama,118370.2917795566
2011-08-01,Alabama,118063.5881470972
2011-09-01,Alabama,117717.09537473002
2011-10-01,Alabama,117358.53245792713
2011-11-01,Alabama,116903.81621655682
2011-12-01,Alabama,116523.14873782588
2012-01-01,Alabama,116381.37991287687
2012-02-01,Alabama,116443.78178748648
2012-03-01,Alabama,116770.89171778644
2012-04-01,Alabama,117271.22624021964
2012-05-01,Alabama,118170.67002209715
2012-06-01,Alabama,119456.24477033588
2012-07-01,Alabama,120810.26555447538
2012-08-01,Alabama,121817.54374688062
2012-09-01,Alabama,122752.0381993318
2012-10-01,Alabama,123582.45219692496
2012-11-01,Alabama,124470.30330384454
2012-12-01,Alabama,125075.9915020825
2013-01-01,Alabama,125364.2439069808
2013-02-01,Alabama,125524.50963935327
2013-03-01,Alabama,125762.01669831044
2013-04-01,Alabama,126228.28531757538
2013-05-01,Alabama,126890.5282413868
2013-06-01,Alabama,127466.834814505
2013-07-01,Alabama,127855.25017227388
2013-08-01,Alabama,128208.8804014505
2013-09-01,Alabama,128503.30929505506
2013-10-01,Alabama,128984.18816019793
2013-11-01,Alabama,129285.2545409468
2013-12-01,Alabama,129674.48372130154
2014-01-01,Alabama,130012.75677401134
2014-02-01,Alabama,130515.30119813346
2014-03-01,Alabama,130899.58906723036
2014-04-01,Alabama,131286.63871576646
2014-05-01,Alabama,131640.26188190756
2014-06-01,Alabama,131899.24734445554
2014-07-01,Alabama,132204.9130069709
2014-08-01,Alabama,132474.40981673604
2014-09-01,Alabama,132610.87992946946
2014-10-01,Alabama,132376.9050865286
2014-11-01,Alabama,132105.41977699037
2014-12-01,Alabama,131937.18573592464
2015-01-01,Alabama,131835.84877184825
2015-02-01,Alabama,131726.61680675167
2015-03-01,Alabama,131826.16894025856
2015-04-01,Alabama,132318.0677219056
2015-05-01,Alabama,132943.0635005721
2015-06-01,Alabama,133466.56021552833
2015-07-01,Alabama,133821.77592861617
2015-08-01,Alabama,134151.3836091354
2015-09-01,Alabama,134441.76984333163
2015-10-01,Alabama,134847.14900682474
2015-11-01,Alabama,135224.3660737729
2015-12-01,Alabama,135766.03406714436
2016-01-01,Alabama,136373.45266685786
2016-02-01,Alabama,137052.0706936925
2016-03-01,Alabama,137399.47407393015
2016-04-01,Alabama,137747.89281807884
2016-05-01,Alabama,137957.9110981687
2016-06-01,Alabama,138298.013834517
2016-07-01,Alabama,138363.4412289984
2016-08-01,Alabama,138537.3353404846
2016-09-01,Alabama,138837.3154460054
2016-10-01,Alabama,139345.0391845765
2016-11-01,Alabama,139844.92223553357
2016-12-01,Alabama,140349.8268742759
2017-01-01,Alabama,140785.2649935632
2017-02-01,Alabama,141094.55317310046
2017-03-01,Alabama,141285.32428707063
2017-04-01,Alabama,141465.24811967244
2017-05-01,Alabama,141597.16767505257
2017-06-01,Alabama,141698.49237700817
2017-07-01,Alabama,141966.81190132807
2017-08-01,Alabama,142423.12343492403
2017-09-01,Alabama,143034.69304707623
2017-10-01,Alabama,143664.88368446068
2017-11-01,Alabama,144322.36141215023
2017-12-01,Alabama,144905.14037141812
2018-01-01,Alabama,145423.38913622254
2018-02-01,Alabama,145849.6560882854
2018-03-01,Alabama,146543.33213725875
2018-04-01,Alabama,147079.17300275044
2018-05-01,Alabama,147565.8190125523
2018-06-01,Alabama,147730.42418117408
2018-07-01,Alabama,148156.84972597918
2018-08-01,Alabama,148669.13292623137
2018-09-01,Alabama,149279.1741009796
2018-10-01,Alabama,149560.37690485406
2018-11-01,Alabama,149979.73605308463
2018-12-01,Alabama,150511.1852891217
2019-01-01,Alabama,151418.9575642192
2019-02-01,Alabama,152499.18205946483
2019-03-01,Alabama,153752.58135198866
2019-04-01,Alabama,154733.3644198466
2019-05-01,Alabama,155381.47448659738
2019-06-01,Alabama,155902.69135646478
2019-07-01,Alabama,156554.45547287937
2019-08-01,Alabama,157329.07566762608
2019-09-01,Alabama,157925.62826506398
2019-10-01,Alabama,158697.38581479996
2019-11-01,Alabama,159749.3649675208
2019-12-01,Alabama,161101.0829581727
2020-01-01,Alabama,162359.0307183396
2020-02-01,Alabama,163408.00923900795
2020-03-01,Alabama,164483.78457545518
2020-04-01,Alabama,165602.90664104137
2020-05-01,Alabama,166549.75528429987
2020-06-01,Alabama,167353.8580924302
2020-07-01,Alabama,168209.3626602605
2020-08-01,Alabama,169491.28914890645
2020-09-01,Alabama,171388.49957124717
2020-10-01,Alabama,173536.54560196807
2020-11-01,Alabama,175816.15443038798
2020-12-01,Alabama,177770.7078557969
2021-01-01,Alabama,179598.29801306865
2021-02-01,Alabama,181492.05933620592
2021-03-01,Alabama,183558.60081239356
2021-04-01,Alabama,185859.4172365395
2021-05-01,Alabama,188442.13873679427
2021-06-01,Alabama,191393.13209388743
2021-07-01,Alabama,194318.79371783152
2021-08-01,Alabama,196603.53151587103
2021-09-01,Alabama,198078.83078042252
2021-10-01,Alabama,199487.79998290545
2021-11-01,Alabama,201423.97290522527
2021-12-01,Alabama,203545.6591606775
2022-01-01,Alabama,205895.8738808644
2022-02-01,Alabama,208208.63825504217
2022-03-01,Alabama,210704.28873785443
2022-04-01,Alabama,213418.85079826412
2022-05-01,Alabama,215857.1484090803
2022-06-01,Alabama,218350.02600828905
2022-07-01,Alabama,219797.63515694413
2022-08-01,Alabama,220624.2839252378
2022-09-01,Alabama,220495.4841560775
2022-10-01,Alabama,220171.8967848774
2022-11-01,Alabama,219629.25300434415
2022-12-01,Alabama,219134.65147914103
2023-01-01,Alabama,218712.44687073905
2023-02-01,Alabama,218477.3605264911
2023-03-01,Alabama,218837.6668152381
2023-04-01,Alabama,219886.27704520492
2023-05-01,Alabama,221452.75275974823
2023-06-01,Alabama,222842.69699451196
2023-07-01,Alabama,223522.92055991816
2023-08-01,Alabama,223574.01257927273
2023-09-01,Alabama,223367.1573367413
2023-10-01,Alabama,223185.8220330116
2023-11-01,Alabama,223228.01870319925
2023-12-01,Alabama,223160.63126625097
2024-01-01,Alabama,222890.28620474847
2024-02-01,Alabama,222806.82001511552
2024-03-01,Alabama,223539.99100443712
2024-04-01,Alabama,224884.83985083675
2024-05-01,Alabama,226151.57949740475
2024-06-01,Alabama,226685.36149609773
2024-07-01,Alabama,226759.46318738104
2024-08-01,Alabama,226620.3110273341
2024-09-01,Alabama,226498.34937456227
2024-10-01,Alabama,226638.04227468572
2024-11-01,Alabama,226821.2862576424
2024-12-01,Alabama,227455.16417977816
2025-01-01,Alabama,228066.3744735148
2025-02-01,Alabama,228623.31080362215
2025-03-01,Alabama,228493.8861418713
2025-04-01,Alabama,228117.59566061755
2025-05-01,Alabama,227854.6158381841
2025-06-01,Alabama,227624.1231886803
2025-07-01,Alabama,227440.31380231516
2025-08-01,Alabama,227176.67959337452
2025-09-01,Alabama,227177.5669332045
2025-10-01,Alabama,227347.19010519856
2025-11-01,Alabama,227649.80192199897
2025-12-01,Alabama,228118.874815014
2026-01-01,Alabama,228633.5875549639
2000-01-01,Alaska,133100.23531476042
2000-02-01,Alaska,133251.40906290276
2000-03-01,Alaska,133402.50374769993
2000-04-01,Alaska,133579.70249759484
2000-05-01,Alaska,133846.46133176523
2000-06-01,Alaska,134045.87960090255
2000-07-01,Alaska,134462.0020231798
2000-08-01,Alaska,134657.72023184283
2000-09-01,Alaska,134836.25912341973
2000-10-01,Alaska,134779.0186913363
2000-11-01,Alaska,134917.95511834163
2000-12-01,Alaska,135254.6164336549
2001-01-01,Alaska,137634.83734034898
2001-02-01,Alaska,141401.61014378164
2001-03-01,Alaska,146210.22953886024
2001-04-01,Alaska,149849.854598325
2001-05-01,Alaska,152865.839036388
2001-06-01,Alaska,155398.43146065736
2001-07-01,Alaska,157773.9323839977
2001-08-01,Alaska,159493.09371262952
2001-09-01,Alaska,160700.50261648116
2001-10-01,Alaska,161504.2596504163
2001-11-01,Alaska,162426.9458125945
2001-12-01,Alaska,163467.15685005684
2002-01-01,Alaska,164229.54121179783
2002-02-01,Alaska,164839.72311847177
2002-03-01,Alaska,165348.11313438852
2002-04-01,Alaska,166182.55649222663
2002-05-01,Alaska,166931.62252298507
2002-06-01,Alaska,167535.8086395238
2002-07-01,Alaska,168079.03627334922
2002-08-01,Alaska,168642.81357750192
2002-09-01,Alaska,169259.36091705933
2002-10-01,Alaska,169748.02245656762
2002-11-01,Alaska,170314.19257015226
2002-12-01,Alaska,170918.88882679073
2003-01-01,Alaska,171321.42061698137
2003-02-01,Alaska,171584.73744932344
2003-03-01,Alaska,171754.33786489343
2003-04-01,Alaska,172158.1813189606
2003-05-01,Alaska,172947.59888401025
2003-06-01,Alaska,174078.39055752332
2003-07-01,Alaska,175868.65934828066
2003-08-01,Alaska,177456.11573594646
2003-09-01,Alaska,179159.11440150006
2003-10-01,Alaska,180694.25551028425
2003-11-01,Alaska,182121.2017608001
2003-12-01,Alaska,183373.78659692509
2004-01-01,Alaska,183663.98155300168
2004-02-01,Alaska,184258.653955617
2004-03-01,Alaska,184680.68925517576
2004-04-01,Alaska,185770.2480319203
2004-05-01,Alaska,186952.86379176535
2004-06-01,Alaska,188364.25964222327
2004-07-01,Alaska,189853.23030300112
2004-08-01,Alaska,191220.5125445469
2004-09-01,Alaska,192866.76132429347
2004-10-01,Alaska,194544.69227889032
2004-11-01,Alaska,196279.71219356064
2004-12-01,Alaska,197910.8501615879
2005-01-01,Alaska,199336.0021494663
2005-02-01,Alaska,200531.29524845156
2005-03-01,Alaska,201452.9725511876
2005-04-01,Alaska,202519.92504505068
2005-05-01,Alaska,204049.6744605224
2005-06-01,Alaska,205416.293705276
2005-07-01,Alaska,206946.64879414416
2005-08-01,Alaska,208474.3512359303
2005-09-01,Alaska,210408.41436528892
2005-10-01,Alaska,212458.66590425736
2005-11-01,Alaska,214445.2754714333
2005-12-01,Alaska,216560.77308080663
2006-01-01,Alaska,218402.75208457277
2006-02-01,Alaska,219504.88394038813
2006-03-01,Alaska,220026.96403004648
2006-04-01,Alaska,220557.47726786343
2006-05-01,Alaska,221761.4717331911
2006-06-01,Alaska,223168.7047703936
2006-07-01,Alaska,224750.935705375
2006-08-01,Alaska,226562.49019674212
2006-09-01,Alaska,228574.74364836884
2006-10-01,Alaska,230463.85049966315
2006-11-01,Alaska,231939.47807839295
2006-12-01,Alaska,233415.68556104685
2007-01-01,Alaska,234613.18520822344
2007-02-01,Alaska,235435.0054851797
2007-03-01,Alaska,235784.081923333
2007-04-01,Alaska,236255.28409430836
2007-05-01,Alaska,237034.87018319344
2007-06-01,Alaska,237843.30243807065
2007-07-01,Alaska,238675.44923024593
2007-08-01,Alaska,239466.61072366615
2007-09-01,Alaska,240419.8921346027
2007-10-01,Alaska,241393.27882367463
2007-11-01,Alaska,242220.6341991011
2007-12-01,Alaska,242941.24681968533
2008-01-01,Alaska,243514.42044528664
2008-02-01,Alaska,243575.7447613826
2008-03-01,Alaska,243606.46895636793
2008-04-01,Alaska,243373.22180157903
2008-05-01,Alaska,243408.5639560474
2008-06-01,Alaska,243318.2122132266
2008-07-01,Alaska,243294.62885678528
2008-08-01,Alaska,243482.640350847
2008-09-01,Alaska,243575.26700779595
2008-10-01,Alaska,243798.83777300632
2008-11-01,Alaska,243864.62055020823
2008-12-01,Alaska,243832.3698404495
2009-01-01,Alaska,243640.38496153057
2009-02-01,Alaska,243815.31122867076
2009-03-01,Alaska,244146.19146292596
2009-04-01,Alaska,244358.20282176105
2009-05-01,Alaska,244027.9803258627
2009-06-01,Alaska,243605.91471011
2009-07-01,Alaska,243148.2784395509
2009-08-01,Alaska,242743.54251808277
2009-09-01,Alaska,242353.4239515181
2009-10-01,Alaska,241969.4123741353
2009-11-01,Alaska,241944.0190275406
2009-12-01,Alaska,242242.1691836069
2010-01-01,Alaska,242960.9792547282
2010-02-01,Alaska,243226.8218959072
2010-03-01,Alaska,243440.98128630253
2010-04-01,Alaska,243582.3974950732
2010-05-01,Alaska,244083.28484463177
2010-06-01,Alaska,244344.8790362512
2010-07-01,Alaska,244519.4798919852
2010-08-01,Alaska,244697.8367177965
2010-09-01,Alaska,244714.2992197786
2010-10-01,Alaska,244479.53592514203
2010-11-01,Alaska,243895.5634249652
2010-12-01,Alaska,243510.6109388472
2011-01-01,Alaska,243157.80692656615
2011-02-01,Alaska,242744.19044161923
2011-03-01,Alaska,242038.85777469832
2011-04-01,Alaska,241154.7842545272
2011-05-01,Alaska,240508.7743518125
2011-06-01,Alaska,240285.2726451571
2011-07-01,Alaska,240307.5944441707
2011-08-01,Alaska,240392.75279044968
2011-09-01,Alaska,240303.1223232535
2011-10-01,Alaska,240228.57325076545
2011-11-01,Alaska,240162.3714192072
2011-12-01,Alaska,240289.6738984707
2012-01-01,Alaska,240914.6537713803
2012-02-01,Alaska,241582.6558521604
2012-03-01,Alaska,242351.6964825715
2012-04-01,Alaska,243170.39811191053
2012-05-01,Alaska,244256.1773617073
2012-06-01,Alaska,245669.50308290357
2012-07-01,Alaska,246944.5109923187
2012-08-01,Alaska,248090.08752141343
2012-09-01,Alaska,249720.21564487863
2012-10-01,Alaska,250860.99235391733
2012-11-01,Alaska,252058.84308695677
2012-12-01,Alaska,252372.5845853795
2013-01-01,Alaska,252301.3088123159
2013-02-01,Alaska,251794.0800542486
2013-03-01,Alaska,251138.5197240186
2013-04-01,Alaska,251230.102289864
2013-05-01,Alaska,251857.9072957567
2013-06-01,Alaska,253160.95961571488
2013-07-01,Alaska,254500.06968058247
2013-08-01,Alaska,255767.2315735847
2013-09-01,Alaska,257227.64033523615
2013-10-01,Alaska,258101.1064963153
2013-11-01,Alaska,258491.5315150736
2013-12-01,Alaska,257956.729751116
2014-01-01,Alaska,257154.1144760316
2014-02-01,Alaska,256354.64069253157
2014-03-01,Alaska,255857.05769927832
2014-04-01,Alaska,256240.50041394596
2014-05-01,Alaska,257105.589418215
2014-06-01,Alaska,257548.7508286827
2014-07-01,Alaska,258039.86232703412
2014-08-01,Alaska,258500.08745752243
2014-09-01,Alaska,260159.69432860924
2014-10-01,Alaska,261331.2251399367
2014-11-01,Alaska,262603.95154981717
2014-12-01,Alaska,263381.2751915324
2015-01-01,Alaska,264248.8809295005
2015-02-01,Alaska,264827.94296256243
2015-03-01,Alaska,265023.2638681407
2015-04-01,Alaska,265585.7912041127
2015-05-01,Alaska,266450.9084396446
2015-06-01,Alaska,267372.19267142616
2015-07-01,Alaska,268407.5929383806
2015-08-01,Alaska,269573.3598609463
2015-09-01,Alaska,271377.47318065184
2015-10-01,Alaska,272783.1763269054
2015-11-01,Alaska,273855.6738788346
2015-12-01,Alaska,274305.81025485665
2016-01-01,Alaska,274520.23867708613
2016-02-01,Alaska,274556.6887842338
2016-03-01,Alaska,274172.7709896341
2016-04-01,Alaska,274316.6001582922
2016-05-01,Alaska,274748.93182213715
2016-06-01,Alaska,275374.2852947351
2016-07-01,Alaska,275521.7168708178
2016-08-01,Alaska,275306.2685855848
2016-09-01,Alaska,275540.31766719016
2016-10-01,Alaska,275896.4659771474
2016-11-01,Alaska,276520.0169087684
2016-12-01,Alaska,276917.4685024528
2017-01-01,Alaska,277124.03141624277
2017-02-01,Alaska,276897.14679433656
2017-03-01,Alaska,276346.03579553537
2017-04-01,Alaska,276170.38576015644
2017-05-01,Alaska,276163.21392001276
2017-06-01,Alaska,276366.09438359557
2017-07-01,Alaska,276563.5288338954
2017-08-01,Alaska,277049.7281532494
2017-09-01,Alaska,277941.43410807714
2017-10-01,Alaska,278944.22323701024
2017-11-01,Alaska,279923.68263641605
2017-12-01,Alaska,280338.3492508673
2018-01-01,Alaska,280649.7228245609
2018-02-01,Alaska,280852.46451014513
2018-03-01,Alaska,281340.69128428114
2018-04-01,Alaska,281735.7156124857
2018-05-01,Alaska,281881.50209199707
2018-06-01,Alaska,281525.8781361037
2018-07-01,Alaska,281443.38539152103
2018-08-01,Alaska,281479.56161100906
2018-09-01,Alaska,282101.21043227764
2018-10-01,Alaska,282257.62471687543
2018-11-01,Alaska,282320.44822715473
2018-12-01,Alaska,281961.21170970233
2019-01-01,Alaska,283780.98003921425
2019-02-01,Alaska,287494.07479622564
2019-04-01,Alaska,295973.0856257232
2019-05-01,Alaska,298094.8438962732
2019-06-01,Alaska,299566.84424480447
2019-07-01,Alaska,300667.24206604046
2019-08-01,Alaska,301703.5864312074
2019-09-01,Alaska,302753.09316311573
2019-10-01,Alaska,303870.2269526703
2019-11-01,Alaska,305341.7465433111
2019-12-01,Alaska,306784.58233646327
2020-01-01,Alaska,308014.3121715307
2020-02-01,Alaska,308797.85996398097
2020-03-01,Alaska,309239.6047231757
2020-04-01,Alaska,309295.75358471245
2020-05-01,Alaska,308518.6253305595
2020-06-01,Alaska,307428.7259983156
2020-07-01,Alaska,306867.7003909888
2020-08-01,Alaska,307726.09732612566
2020-09-01,Alaska,309579.19202562113
2020-10-01,Alaska,311521.6205919399
2020-11-01,Alaska,313408.6810810769
2020-12-01,Alaska,315008.2236143449
2021-01-01,Alaska,316057.14961032796
2021-02-01,Alaska,316623.8603788253
2021-03-01,Alaska,316869.8858560706
2021-04-01,Alaska,317757.0619789909
2021-05-01,Alaska,319718.54088154907
2021-06-01,Alaska,322396.01761107123
2021-07-01,Alaska,326249.28653661435
2021-08-01,Alaska,329691.399962887
2021-09-01,Alaska,332810.86571229383
2021-10-01,Alaska,334915.08018899715
2021-11-01,Alaska,336352.0831308071
2021-12-01,Alaska,338005.5531328833
2022-01-01,Alaska,339282.65278442745
2022-02-01,Alaska,340283.90654602204
2022-03-01,Alaska,341647.6780211332
2022-04-01,Alaska,343895.1669578429
2022-05-01,Alaska,347214.28845854563
2022-06-01,Alaska,350199.2157348587
2022-07-01,Alaska,352219.8446228819
2022-08-01,Alaska,353152.38925958175
2022-09-01,Alaska,352711.5578953417
2022-10-01,Alaska,351946.22526191507
2022-11-01,Alaska,351044.8428398405
2022-12-01,Alaska,350432.74505654565
2023-01-01,Alaska,349556.26364552806
2023-02-01,Alaska,348874.467263581
2023-03-01,Alaska,348490.53697745124
2023-04-01,Alaska,348690.5075746183
2023-05-01,Alaska,349367.4707293916
2023-06-01,Alaska,350978.9316196285
2023-07-01,Alaska,352437.7684507997
2023-08-01,Alaska,353749.3530768626
2023-09-01,Alaska,353963.89983463165
2023-10-01,Alaska,353541.8083413818
2023-11-01,Alaska,352610.0925480642
2023-12-01,Alaska,351708.89692495717
2024-01-01,Alaska,351918.26926942146
2024-02-01,Alaska,352880.9104353001
2024-03-01,Alaska,354400.56529917166
2024-04-01,Alaska,355488.30598959926
2024-05-01,Alaska,356361.54276599665
2024-06-01,Alaska,356914.0848279184
2024-07-01,Alaska,357092.6154197077
2024-08-01,Alaska,357174.8229242475
2024-09-01,Alaska,357717.7110195356
2024-10-01,Alaska,358922.7269174408
2024-11-01,Alaska,360146.3062814398
2024-12-01,Alaska,361580.57108663145
2025-01-01,Alaska,362730.4459146505
2025-02-01,Alaska,363709.7277490502
2025-03-01,Alaska,363664.5375963051
2025-04-01,Alaska,363899.50910011586
2025-05-01,Alaska,363935.9453120523
2025-06-01,Alaska,364349.31160747615
2025-07-01,Alaska,365138.36504241545
2025-08-01,Alaska,366703.7964207074
2025-09-01,Alaska,368729.9970334959
2025-10-01,Alaska,370813.02512612985
2025-11-01,Alaska,372716.2957988779
2025-12-01,Alaska,374690.0505142128
2026-01-01,Alaska,376253.41395978926
2000-01-01,Arizona,134711.71707636592
2000-02-01,Arizona,134955.71959922375
2000-03-01,Arizona,135269.7553279413
2000-04-01,Arizona,135910.99818707493
2000-05-01,Arizona,136637.85603726062
2000-06-01,Arizona,137290.1385942005
2000-07-01,Arizona,137953.44589723347
2000-08-01,Arizona,138590.6069532647
2000-09-01,Arizona,139295.3029194858
2000-10-01,Arizona,139974.2907668608
2000-11-01,Arizona,140628.16627466018
2000-12-01,Arizona,141263.33234151328
2001-01-01,Arizona,141881.8976897165
2001-02-01,Arizona,142498.9026763922
2001-03-01,Arizona,143118.8402435145
2001-04-01,Arizona,143749.0903691961
2001-05-01,Arizona,144388.82345994594
2001-06-01,Arizona,145034.0961849397
2001-07-01,Arizona,145648.008749848
2001-08-01,Arizona,146255.134273619
2001-09-01,Arizona,146866.21634813258
2001-10-01,Arizona,147526.48906739557
2001-11-01,Arizona,148210.61355561964
2001-12-01,Arizona,148850.2841136397
2002-01-01,Arizona,149385.20736321618
2002-02-01,Arizona,149869.57800816165
2002-03-01,Arizona,150395.63346577418
2002-04-01,Arizona,150979.95809965112
2002-05-01,Arizona,151573.01009039662
2002-06-01,Arizona,152239.899684543
2002-07-01,Arizona,152961.4981349728
2002-08-01,Arizona,153782.46993225798
2002-09-01,Arizona,154491.7459916144
2002-10-01,Arizona,155203.8171584253
2002-11-01,Arizona,155847.3864442665
2002-12-01,Arizona,156558.63078365524
2003-01-01,Arizona,157223.58590046418
2003-02-01,Arizona,157929.72326772998
2003-03-01,Arizona,158579.21050016454
2003-04-01,Arizona,159300.93954519753
2003-05-01,Arizona,160046.40909845298
2003-06-01,Arizona,160870.6379774748
2003-07-01,Arizona,161726.20333876135
2003-08-01,Arizona,162645.86058140887
2003-09-01,Arizona,163672.3925128658
2003-10-01,Arizona,164692.64319960677
2003-11-01,Arizona,165578.51669948132
2003-12-01,Arizona,166343.50478567535
2004-01-01,Arizona,167028.7164272524
2004-02-01,Arizona,167894.63574339746
2004-03-01,Arizona,168948.02639817618
2004-04-01,Arizona,170228.12448609332
2004-05-01,Arizona,171787.1204369251
2004-06-01,Arizona,173534.20748811684
2004-08-01,Arizona,178307.1473655866
2004-09-01,Arizona,180840.18442752725
2004-10-01,Arizona,183452.41089223317
2004-11-01,Arizona,186070.7467462424
2004-12-01,Arizona,189200.1683148468
2005-01-01,Arizona,192588.3774219496
2005-02-01,Arizona,196728.2948760444
2005-03-01,Arizona,201128.5965612908
2005-04-01,Arizona,206404.58938842313
2005-05-01,Arizona,212545.00863918927
2005-06-01,Arizona,220273.67231640732
2005-07-01,Arizona,228996.82400714848
2005-08-01,Arizona,237604.74390907228
2005-09-01,Arizona,246313.43356258716
2005-10-01,Arizona,253907.14632381592
2005-11-01,Arizona,260891.5430932388
2005-12-01,Arizona,265667.2886125578
2006-01-01,Arizona,268171.7020318436
2006-02-01,Arizona,271375.5329778548
2006-03-01,Arizona,275371.06232352374
2006-04-01,Arizona,280036.7506683778
